RoomLength,RoomWidth,RoomHeight,DistanceFront,DistanceBack,DistanceLeft,DistanceRight,DistanceUp,DistanceDown,MaterialFront,MaterialBack,MaterialLeft,MaterialRight,MaterialUp,MaterialDown,DecayTime,EarlyReflections,ReverbDensity,ReverbMix
9.25205334874435,3.7030515678082603,1.1792794822464225,0.4634931768018973,4.27000806063371,3.835350417431209,2.630803090448865,0.6851728043823356,2.0890153924112616,Metal,Glass,Glass,Metal,Carpet,Glass,2.9533006767815504,0.8198935611297727,0.9524080781828914,0.6177886415596537
8.817880600251032,5.700122884573739,7.7718746161221235,4.112406574441594,3.433029097367551,3.780315078018801,3.2215898066506714,1.6333539271354203,1.3134623320780427,Concrete,Metal,Metal,Wood,Glass,Wood,0.3496024167190769,0.16960083580063762,0.034079819985070925,0.6916691657810115
6.416752267675031,8.182684455465717,7.026556320693795,1.6825441538844688,4.899223831357574,4.52371125224791,1.310457247476163,3.289277525178429,2.6883360286784237,Metal,Glass,Concrete,Glass,Carpet,Metal,0.01111711307355806,0.4899439677070132,0.19628429767644784,0.008237960396439759
2.8935667863068955,9.569007348488359,2.556734988651445,2.1807665983849414,1.325298380320425,4.561924391604274,3.189895380112686,0.9586306872345675,2.060943738700416,Glass,Wood,Concrete,Concrete,Wood,Wood,3.6885237462653473,0.6251102636396112,0.620786788101819,0.1145134940859962
7.192704162639288,0.8041687572888436,1.9730818633967586,0.6294988790426739,0.42376622228179783,3.742552602510557,3.942663949215646,4.431591127205865,4.033736523077726,Glass,Wood,Wood,Glass,Carpet,Carpet,2.2519176802635994,0.57064499926324,0.7634425225871451,0.9478578231686573
1.769415035526975,9.198557707804556,6.733337338497016,2.5192937268439164,0.96836918986566,1.8714073934368203,3.4829605273473048,3.8926004337297226,0.928456100607978,Wood,Glass,Metal,Concrete,Metal,Concrete,4.627231734634178,0.4052654792040299,0.9539620958294377,0.5671258332898047
8.412261477060362,8.26564738975692,8.163196848984956,2.7894840536577705,3.1044401617798694,3.6666373348130405,1.1494651495210169,2.482004483645142,0.4684923821058158,Wood,Concrete,Concrete,Concrete,Metal,Glass,0.37692488654905293,0.5778903814034253,0.4220781733367147,0.5373359128014409
7.561116536940776,9.292447011399846,7.217102726270735,1.9203710183816654,2.9680000646104916,0.6951831608472366,3.2412444202511903,4.812635166205269,2.8224919928387595,Carpet,Carpet,Concrete,Glass,Wood,Carpet,0.3239332765328676,0.6337100465571807,0.4528002479706984,0.21065016344424004
9.516910411549125,4.0082223812999,7.877131394420771,3.3506089537439454,3.1328308638414972,3.948176638229595,2.7696814802212493,4.050780630991516,0.608437231995129,Carpet,Concrete,Glass,Concrete,Glass,Carpet,0.46443597460623487,0.3768978805667681,0.9557457007349922,0.38353188332694044
4.355818602264472,7.572339690008976,4.060638745172639,0.5689398451173868,0.6490004915358697,2.519772005140587,2.579213318399953,1.9240554154559821,0.4904668696628953,Carpet,Wood,Wood,Metal,Glass,Glass,0.3181694520026422,0.5737438767463101,0.055973337416891034,0.0024271564580514715
4.029386709237345,9.896327033465385,5.419615973903447,2.1838783850595114,1.6162910510546902,4.618735337447068,1.2643641380533448,2.379106479003604,2.5215541174537366,Metal,Concrete,Wood,Glass,Concrete,Concrete,0.20778772456492284,0.7985457179137495,0.2746628860909741,0.899587684413407
5.859798144472898,3.4249448654241794,1.3304157210911778,4.806414671239271,4.481277947277605,0.26857041777106455,2.8508693771703633,3.4833284178674346,2.418174395875379,Metal,Metal,Carpet,Wood,Wood,Concrete,2.621792559185349,0.9129635002446381,0.2645608923914925,0.48015174517430015
3.653286287060767,6.602322464986624,0.7042585524022797,3.7699373946338315,1.1940074782733583,3.368457038862901,4.886290079280248,2.9732922503064265,3.473690884570071,Concrete,Concrete,Glass,Carpet,Metal,Wood,2.386778360781978,0.5211390777068096,0.7464873456670412,0.44191229362516626
7.980180345990336,4.610789997401876,7.688467116572108,0.48481890657358784,0.16259915964796115,1.1073382142199508,3.0506052949693503,1.676828179097058,2.8201058409453723,Concrete,Concrete,Concrete,Glass,Concrete,Wood,0.3353610042455925,0.4783720204766406,0.32834165933969517,0.9489150463710266
3.3392664468583892,5.813146201783252,7.248370704884284,0.625981215988689,3.1316180504351823,3.162641947809455,0.6089515279392989,2.619836434296484,2.0592100239731965,Metal,Wood,Carpet,Glass,Wood,Carpet,0.14629803101711947,0.2294381075904648,0.2227570764091208,0.6973196667810455
6.996636455634888,8.584746915747237,1.7710220670747896,4.016652761164638,1.177693858892863,2.942533514783516,1.817318992838155,1.4870498463344162,0.9316140518504601,Carpet,Wood,Concrete,Carpet,Carpet,Glass,4.549402298881224,0.742676973406418,0.5505256096274277,0.3332981332883346
4.467345488055548,2.5611575311030874,3.0346564045932642,0.9085256040106814,1.2214801553870773,3.408917888649477,2.25024054601069,1.6422145456990838,4.547227600049999,Concrete,Concrete,Carpet,Concrete,Concrete,Glass,2.8158367054865487,0.6817514139672484,0.3150623607800732,0.39410584681163685
9.047394318342002,0.6704725884153664,5.041107351291132,2.7033076143966004,1.4772461529641514,0.9067581009949882,0.3444746010151149,1.794361036620215,4.356697628212498,Carpet,Wood,Concrete,Concrete,Glass,Glass,2.7156332545969755,0.8360704360517593,0.6668531589399556,0.04715331731317174
2.9317648133954144,6.032256616484995,9.952061494327575,0.950077597236178,1.919357914278305,1.8329289959587258,1.901060197466905,2.1038640435295837,3.4288325418425973,Glass,Glass,Wood,Wood,Concrete,Concrete,0.38234569630592413,0.3026176119244731,0.7689877881852695,0.2039342530411541
5.030116026832807,4.584415435281383,8.330728108647454,0.3579421586542615,0.6899069528797173,3.9989016904381067,2.7865700247339205,1.3691075035042934,4.042857807645674,Carpet,Glass,Metal,Metal,Concrete,Wood,0.41372668602008544,0.8002410702637777,0.9292860458075037,0.028717290168660314
2.0089472087638187,2.5181473522140143,3.636356928704287,1.8871641831583439,1.5084519492565136,0.8777036881695415,3.956259483187409,4.647054673467977,4.293454198600556,Metal,Metal,Glass,Metal,Wood,Glass,2.420863556857384,0.6201860526212276,0.41776656994702166,0.6115647819324918
9.981015462843535,5.974476397696067,8.258090862085574,1.5688580785970756,1.865251002678995,2.8622466850295565,4.463796415804297,4.957905403817774,2.6427447348811106,Wood,Wood,Carpet,Wood,Metal,Glass,0.29049122145084194,0.964391627923553,0.2764789208681826,0.8955187245973905
1.837941600259174,2.621422650414899,4.1818982211333715,1.4301868361517995,0.3571745551707053,1.8068640337214898,3.6460380622197457,4.574808453363815,3.5973187619745133,Wood,Concrete,Glass,Concrete,Glass,Metal,2.463269593910905,0.3271794613670038,0.37268352086882683,0.30312427175652246
0.5471927866065559,4.629701964425535,8.851750458614843,4.174597567950331,4.4551911442201035,3.2566522049934163,3.50450918553108,4.836166306181294,4.976816533723329,Wood,Concrete,Metal,Glass,Concrete,Concrete,2.518334417333179,0.5026753773503236,0.2916101797831806,0.7483030852497193
3.495176304552685,3.0788631511150677,8.961769650995256,0.43394134601391177,0.7179944815114127,3.24419814070641,4.535272097900779,3.08960244337227,1.11285938331559,Wood,Wood,Concrete,Concrete,Metal,Metal,4.309011028462439,0.44894041479698044,0.3955207372750239,0.6012270879758723
7.587382111559025,3.1745350364125726,4.352547548934982,3.2851651370394386,3.8258559180789096,4.925723342666935,4.346362693196183,4.670340280440542,2.1821691373945034,Concrete,Wood,Wood,Metal,Metal,Glass,4.512191443272586,0.6806768412139134,0.2803148488977113,0.7884784177516582
